ID,Item_Outlet_Sales,Item_type
FDJ09OUT027,1281.5230279411767,Snack Foods
FDS01OUT010,502.02998487394956,Canned
FDV33OUT017,4356.095470270271,Snack Foods
DRE12OUT017,2132.479831067961,Soft Drinks
FDR07OUT013,1517.032536956522,Fruits and Vegetables
FDP48OUT010,502.02998487394956,Baking Goods
NCB55OUT035,977.7808433566433,Household
FDQ08OUT013,775.0400660550457,Fruits and Vegetables
FDR34OUT035,4004.1596115384627,Snack Foods
FDO33OUT046,1570.8295803278695,Snack Foods
FDP13OUT045,596.1828575342469,Canned
FDX12OUT049,3808.5239555555545,Baking Goods
NCT06OUT049,2808.8827063829785,Household
FDR16OUT019,502.02998487394956,Frozen Foods
FDE36OUT046,2808.8827063829785,Baking Goods
FDZ36OUT049,3408.774419130434,Baking Goods
FDV13OUT045,1332.153201470588,Canned
NCZ17OUT035,676.9837544303798,Health and Hygiene
FDU56OUT045,2655.275971212121,Fruits and Vegetables
FDM09OUT035,2459.888325233645,Snack Foods
FDV02OUT017,2459.888325233645,Dairy
FDS34OUT018,1777.7057274074075,Snack Foods
FDA11OUT049,1517.032536956522,Baking Goods
FDP09OUT017,3713.041762500001,Snack Foods
FDB29OUT027,3168.2933656565656,Frozen Foods
FDT19OUT017,2986.9868624999995,Fruits and Vegetables
DRH15OUT017,671.0751846153843,Dairy
FDY38OUT046,3141.2895389830514,Dairy
FDF14OUT027,3745.7690891304346,Canned
FDN48OUT010,197.65629259259262,Baking Goods
FDQ12OUT013,4156.630275261059,Baking Goods
NCJ43OUT045,2986.9868624999995,Household
FDE17OUT019,361.18122935779826,Frozen Foods
FDB05OUT035,3950.9264431999977,Frozen Foods
FDH10OUT045,2655.275971212121,Snack Foods
NCR06OUT017,596.1828575342469,Household
FDU32OUT018,1777.7057274074075,Fruits and Vegetables
FDD56OUT049,2694.7307328467164,Fruits and Vegetables
FDO36OUT018,2707.3122763636356,Baking Goods
FDH16OUT010,197.65629259259262,Frozen Foods
FDX10OUT018,524.6806636363636,Snack Foods
FDZ37OUT017,1332.153201470588,Canned
FDU31OUT010,487.40178478260873,Fruits and Vegetables
DRC49OUT049,2245.0775999999996,Soft Drinks
FDL15OUT045,2553.905952845528,Meat
FDN32OUT019,487.40178478260873,Fruits and Vegetables
DRH59OUT027,2068.569264285714,Hard Drinks
NCU29OUT049,2539.836034108527,Health and Hygiene
FDR37OUT019,502.02998487394956,Breakfast
FDS14OUT018,2338.8354360360368,Dairy
FDU02OUT027,5559.618375719888,Dairy
FDJ08OUT035,2655.275971212121,Fruits and Vegetables
NCZ06OUT045,3950.9264431999977,Household
FDO31OUT049,1332.153201470588,Fruits and Vegetables
FDH31OUT018,1411.4228351648355,Meat
FDS58OUT017,2775.4009808219184,Snack Foods
NCA53OUT027,1281.5230279411767,Health and Hygiene
FDF50OUT046,3201.733229729729,Canned
NCW42OUT049,3698.390135483871,Household
NCQ17OUT045,2553.905952845528,Health and Hygiene
FDK51OUT018,3169.9637729729734,Dairy
NCW41OUT010,361.18122935779826,Health and Hygiene
NCR29OUT017,907.3643454545455,Health and Hygiene
FDB08OUT019,361.18122935779826,Fruits and Vegetables
FDA40OUT027,2568.6024162162166,Frozen Foods
FDL14OUT018,2338.8354360360368,Canned
FDB47OUT046,3698.390135483871,Snack Foods
FDO03OUT035,4004.1596115384627,Meat
DRK13OUT019,502.02998487394956,Soft Drinks
FDX13OUT010,605.3117588785047,Canned
FDF52OUT046,3201.733229729729,Frozen Foods
FDT11OUT013,3764.8568909090914,Breads
FDB08OUT013,2430.8076676056335,Fruits and Vegetables
FDQ28OUT018,2338.8354360360368,Frozen Foods
FDD29OUT045,4356.095470270271,Frozen Foods
NCQ29OUT027,5559.618375719888,Health and Hygiene
NCO02OUT013,775.0400660550457,Others
FDR56OUT010,487.40178478260873,Fruits and Vegetables
NCM54OUT049,2187.6146213333327,Household
FDP51OUT035,2046.9735657142853,Meat
FDT38OUT013,1332.153201470588,Dairy
FDZ20OUT018,3169.9637729729734,Fruits and Vegetables
FDJ53OUT013,1974.8129139784946,Frozen Foods
FDX13OUT049,4356.095470270271,Canned
FDP58OUT035,3772.777078899083,Snack Foods
NCK31OUT019,105.2549904,Others
FDA35OUT018,1777.7057274074075,Baking Goods
FDV37OUT018,2707.3122763636356,Canned
NCO07OUT027,5559.618375719888,Others
FDA20OUT045,3116.7792763636353,Fruits and Vegetables
FDZ59OUT035,2964.967685185186,Baking Goods
NCY17OUT017,757.5139499999999,Health and Hygiene
FDQ28OUT035,2553.905952845528,Frozen Foods
FDV35OUT017,2338.8354360360368,Breads
FDQ36OUT013,596.1828575342469,Baking Goods
FDD34OUT018,2775.4009808219184,Snack Foods
FDK51OUT045,3808.5239555555545,Dairy
FDV31OUT035,2459.888325233645,Fruits and Vegetables
FDR04OUT035,1391.4436705882354,Frozen Foods
FDR14OUT049,907.3643454545455,Dairy
DRC36OUT010,427.8008585365854,Soft Drinks
FDE39OUT019,281.9254175438596,Dairy
FDP57OUT049,1693.6774046153844,Snack Foods
FDE57OUT046,2208.4345349397586,Fruits and Vegetables
NCN18OUT046,1754.057083916084,Household
NCQ05OUT018,2338.8354360360368,Health and Hygiene
FDW47OUT035,2046.9735657142853,Breads
FDV46OUT035,2521.329116666667,Snack Foods
NCP29OUT045,977.7808433566433,Health and Hygiene
FDE09OUT018,1411.4228351648355,Fruits and Vegetables
NCU06OUT027,5559.618375719888,Household
FDT19OUT010,427.8008585365854,Fruits and Vegetables
DRF15OUT017,2338.8354360360368,Dairy
DRI51OUT013,2430.8076676056335,Dairy
NCX54OUT013,1754.057083916084,Household
DRE01OUT013,3950.9264431999977,Soft Drinks
NCB07OUT045,3116.7792763636353,Household
FDU50OUT035,2046.9735657142853,Dairy
FDG40OUT035,596.1828575342469,Frozen Foods
FDW10OUT018,2459.888325233645,Snack Foods
FDX51OUT013,2679.219963265306,Meat
NCP17OUT045,977.7808433566433,Health and Hygiene
FDP21OUT035,2655.275971212121,Snack Foods
FDL04OUT045,1570.8295803278695,Frozen Foods
FDV23OUT013,1974.8129139784946,Breads
FDF24OUT046,1356.5042214876032,Baking Goods
FDH56OUT027,3168.2933656565656,Fruits and Vegetables
FDB51OUT049,977.7808433566433,Dairy
FDI58OUT027,2568.6024162162166,Snack Foods
FDR20OUT013,749.5418710526316,Fruits and Vegetables
FDC51OUT018,1777.7057274074075,Dairy
FDB16OUT027,2568.6024162162166,Dairy
FDE40OUT049,977.7808433566433,Dairy
NCM17OUT035,757.5139499999999,Health and Hygiene
FDU56OUT035,2655.275971212121,Fruits and Vegetables
FDS32OUT019,306.33348852459034,Fruits and Vegetables
FDX02OUT049,3698.390135483871,Dairy
FDT39OUT027,3745.7690891304346,Meat
FDE35OUT017,907.3643454545455,Starchy Foods
NCI42OUT019,502.02998487394956,Household
DRL23OUT046,1693.6774046153844,Hard Drinks
FDA10OUT046,1950.840451162791,Snack Foods
FDA11OUT013,1517.032536956522,Baking Goods
NCM06OUT046,2208.4345349397586,Household
NCT05OUT035,4004.1596115384627,Health and Hygiene
NCQ02OUT010,502.02998487394956,Household
NCY06OUT049,1950.840451162791,Household
FDY56OUT035,3698.390135483871,Fruits and Vegetables
FDL02OUT035,1570.8295803278695,Canned
NCI06OUT035,2655.275971212121,Household
FDQ14OUT045,2553.905952845528,Dairy
FDQ12OUT017,4004.1596115384627,Baking Goods
FDP36OUT046,757.5139499999999,Baking Goods
FDK21OUT027,5559.618375719888,Snack Foods
FDO40OUT045,2091.4416892307686,Frozen Foods
NCK54OUT019,281.9254175438596,Household
FDY09OUT018,2986.9868624999995,Snack Foods
NCW30OUT049,4356.095470270271,Household
NCC55OUT027,1281.5230279411767,Household
FDE58OUT018,1777.7057274074075,Snack Foods
FDR39OUT013,2937.6575555555555,Meat
FDU28OUT049,3116.7792763636353,Frozen Foods
FDH08OUT017,4356.095470270271,Fruits and Vegetables
FDG35OUT045,2986.9868624999995,Starchy Foods
FDG22OUT049,596.1828575342469,Snack Foods
FDC34OUT035,2775.4009808219184,Snack Foods
FDP15OUT018,3295.266133333333,Meat
FDK34OUT010,487.40178478260873,Snack Foods
FDU45OUT035,2046.9735657142853,Snack Foods
FDQ04OUT027,1281.5230279411767,Frozen Foods
FDX22OUT018,2707.3122763636356,Snack Foods
FDB45OUT017,1693.6774046153844,Fruits and Vegetables
NCH43OUT027,5559.618375719888,Household
DRE60OUT046,3141.2895389830514,Soft Drinks
FDD17OUT027,5559.618375719888,Frozen Foods
NCM54OUT017,2132.479831067961,Household
NCH55OUT013,1974.8129139784946,Household
NCT06OUT017,2986.9868624999995,Household
FDA48OUT027,5559.618375719888,Baking Goods
FDY58OUT027,5559.618375719888,Snack Foods
FDO25OUT045,3772.777078899083,Canned
FDN50OUT045,1517.032536956522,Canned
FDH35OUT035,2964.967685185186,Starchy Foods
FDK09OUT045,3772.777078899083,Snack Foods
FDO16OUT013,1332.153201470588,Frozen Foods
FDW11OUT045,977.7808433566433,Breads
FDU47OUT027,3745.7690891304346,Breads
NCQ42OUT010,306.33348852459034,Household
FDK55OUT027,2568.6024162162166,Meat
FDN08OUT049,1950.840451162791,Fruits and Vegetables
FDT57OUT045,4356.095470270271,Snack Foods
FDJ12OUT018,2707.3122763636356,Baking Goods
DRL59OUT017,907.3643454545455,Hard Drinks
NCN53OUT046,676.9837544303798,Health and Hygiene
FDO51OUT010,105.2549904,Meat
FDK56OUT017,2655.275971212121,Fruits and Vegetables
FDY12OUT035,907.3643454545455,Baking Goods
FDU15OUT035,676.9837544303798,Meat
FDQ19OUT046,3513.2239652173907,Fruits and Vegetables
DRF15OUT045,2553.905952845528,Dairy
DRE25OUT019,254.7854648648649,Soft Drinks
FDK57OUT018,1777.7057274074075,Snack Foods
FDD33OUT010,487.40178478260873,Fruits and Vegetables
FDR34OUT027,5559.618375719888,Snack Foods
FDU04OUT045,1786.693882352941,Frozen Foods
FDE35OUT019,157.01130588235296,Starchy Foods
NCD31OUT035,2553.905952845528,Household
FDJ56OUT035,1754.057083916084,Fruits and Vegetables
NCU53OUT046,2808.8827063829785,Health and Hygiene
FDD39OUT035,3698.390135483871,Dairy
NCU17OUT019,254.7854648648649,Health and Hygiene
FDJ20OUT046,1950.840451162791,Fruits and Vegetables
NCW41OUT018,2338.8354360360368,Health and Hygiene
FDL52OUT035,596.1828575342469,Frozen Foods
FDS39OUT035,2521.329116666667,Meat
DRJ47OUT045,2986.9868624999995,Hard Drinks
FDP13OUT010,105.2549904,Canned
DRK39OUT010,197.65629259259262,Dairy
FDF28OUT010,306.33348852459034,Frozen Foods
FDB09OUT045,1786.693882352941,Fruits and Vegetables
FDM51OUT046,1649.7136916666675,Meat
DRM49OUT018,524.6806636363636,Soft Drinks
DRF23OUT013,2694.7307328467164,Hard Drinks
DRH01OUT035,2964.967685185186,Soft Drinks
FDH12OUT027,2794.179505000001,Baking Goods
FDA28OUT019,306.33348852459034,Frozen Foods
FDW37OUT018,1213.0738721649484,Canned
FDF02OUT046,1570.8295803278695,Canned
DRL37OUT046,757.5139499999999,Soft Drinks
NCF43OUT046,2208.4345349397586,Household
FDH08OUT010,487.40178478260873,Fruits and Vegetables
FDR34OUT019,487.40178478260873,Snack Foods
NCK19OUT049,3116.7792763636353,Others
NCD55OUT018,524.6806636363636,Household
FDT27OUT049,3836.902086206896,Meat
FDQ57OUT045,2091.4416892307686,Snack Foods
FDA47OUT035,2553.905952845528,Baking Goods
DRG15OUT027,2068.569264285714,Dairy
FDE05OUT018,1777.7057274074075,Frozen Foods
FDN46OUT046,1754.057083916084,Snack Foods
FDX27OUT027,2568.6024162162166,Dairy
FDT51OUT045,1649.7136916666675,Meat
FDU33OUT013,749.5418710526316,Snack Foods
FDJ16OUT027,1281.5230279411767,Frozen Foods
FDD20OUT019,306.33348852459034,Fruits and Vegetables
FDT36OUT049,571.868936,Baking Goods
DRF15OUT027,3745.7690891304346,Dairy
FDN52OUT010,197.65629259259262,Frozen Foods
FDC22OUT027,5275.190468571425,Snack Foods
FDX15OUT045,2553.905952845528,Meat
FDT13OUT013,2679.219963265306,Canned
FDU04OUT017,2132.479831067961,Frozen Foods
FDU31OUT019,487.40178478260873,Fruits and Vegetables
FDW59OUT027,2568.6024162162166,Breads
NCO29OUT046,2808.8827063829785,Health and Hygiene
FDL15OUT035,2553.905952845528,Meat
FDI41OUT049,2539.836034108527,Frozen Foods
FDQ48OUT049,1693.6774046153844,Baking Goods
DRI39OUT013,775.0400660550457,Dairy
FDI08OUT013,4358.855706542055,Fruits and Vegetables
FDC21OUT049,1693.6774046153844,Fruits and Vegetables
FDF58OUT035,977.7808433566433,Snack Foods
FDS08OUT010,487.40178478260873,Fruits and Vegetables
FDE47OUT045,1786.693882352941,Starchy Foods
NCP18OUT019,361.18122935779826,Household
NCR41OUT013,1517.032536956522,Health and Hygiene
FDA27OUT013,4156.630275261059,Dairy
FDA43OUT035,2655.275971212121,Fruits and Vegetables
FDA49OUT045,1356.5042214876032,Canned
NCE55OUT018,2707.3122763636356,Household
DRM49OUT027,1281.5230279411767,Soft Drinks
FDF22OUT027,5559.618375719888,Snack Foods
FDQ15OUT018,1213.0738721649484,Meat
NCS54OUT017,2986.9868624999995,Household
NCY05OUT013,676.9837544303798,Health and Hygiene
FDR45OUT046,3513.2239652173907,Snack Foods
FDK57OUT049,1950.840451162791,Snack Foods
FDF41OUT010,605.3117588785047,Frozen Foods
FDV21OUT046,2240.0538363636365,Snack Foods
FDD51OUT046,671.0751846153843,Dairy
FDF33OUT046,1649.7136916666675,Seafood
FDA38OUT046,3513.2239652173907,Dairy
FDR56OUT045,2655.275971212121,Fruits and Vegetables
NCN41OUT017,2132.479831067961,Health and Hygiene
FDC60OUT027,2568.6024162162166,Baking Goods
FDB47OUT045,3698.390135483871,Snack Foods
DRH01OUT013,2694.7307328467164,Soft Drinks
FDW08OUT046,1754.057083916084,Fruits and Vegetables
FDF38OUT027,1281.5230279411767,Canned
FDY32OUT017,2775.4009808219184,Fruits and Vegetables
FDG34OUT049,1649.7136916666675,Snack Foods
FDG47OUT019,605.3117588785047,Starchy Foods
NCF18OUT035,2655.275971212121,Household
FDL39OUT019,502.02998487394956,Dairy
NCH55OUT035,2046.9735657142853,Household
DRJ35OUT049,977.7808433566433,Hard Drinks
FDS44OUT035,3950.9264431999977,Fruits and Vegetables
DRE01OUT018,3295.266133333333,Soft Drinks
FDY39OUT013,3408.774419130434,Meat
FDY32OUT018,2775.4009808219184,Fruits and Vegetables
FDR33OUT027,2794.179505000001,Snack Foods
NCP50OUT049,1332.153201470588,Others
FDZ47OUT018,1411.4228351648355,Baking Goods
FDU57OUT049,2539.836034108527,Snack Foods
FDY44OUT013,2679.219963265306,Fruits and Vegetables
DRH59OUT018,1185.0029454545459,Hard Drinks
FDB03OUT027,5559.618375719888,Dairy
FDY46OUT045,2937.6575555555555,Snack Foods
FDM39OUT045,2459.888325233645,Dairy
FDY36OUT035,1185.0029454545459,Baking Goods
NCM55OUT035,2655.275971212121,Others
FDJ50OUT010,105.2549904,Canned
DRL60OUT013,2245.0775999999996,Soft Drinks
NCJ54OUT049,3836.902086206896,Household
FDX59OUT017,676.9837544303798,Breads
FDI07OUT013,3713.041762500001,Meat
DRF51OUT010,105.2549904,Dairy
FDM14OUT017,1893.0558240000005,Canned
FDP21OUT045,3116.7792763636353,Snack Foods
FDE40OUT035,977.7808433566433,Dairy
FDE05OUT035,2521.329116666667,Frozen Foods
FDM13OUT027,3745.7690891304346,Breakfast
FDC34OUT027,4416.901347619048,Snack Foods
NCI55OUT018,1777.7057274074075,Household
NCE43OUT018,2459.888325233645,Household
FDW58OUT018,1411.4228351648355,Snack Foods
FDG60OUT045,3836.902086206896,Baking Goods
FDV31OUT017,2459.888325233645,Fruits and Vegetables
FDR47OUT013,3764.8568909090914,Breads
FDM60OUT019,105.2549904,Baking Goods
NCF06OUT018,3169.9637729729734,Household
NCN26OUT027,3168.2933656565656,Household
FDQ59OUT049,1332.153201470588,Breads
FDF09OUT046,596.1828575342469,Fruits and Vegetables
NCS06OUT017,4004.1596115384627,Household
FDT44OUT046,1950.840451162791,Fruits and Vegetables
FDI19OUT017,4004.1596115384627,Meat
FDT22OUT017,977.7808433566433,Snack Foods
NCF54OUT027,4416.901347619048,Household
DRG25OUT045,3408.774419130434,Soft Drinks
FDB59OUT017,3116.7792763636353,Snack Foods
FDQ37OUT017,3764.8568909090914,Breakfast
FDP56OUT035,749.5418710526316,Fruits and Vegetables
FDW44OUT035,2986.9868624999995,Fruits and Vegetables
FDJ26OUT010,605.3117588785047,Canned
FDU43OUT018,3169.9637729729734,Fruits and Vegetables
FDW33OUT045,1754.057083916084,Snack Foods
NCX53OUT027,3745.7690891304346,Health and Hygiene
FDN56OUT010,306.33348852459034,Fruits and Vegetables
DRF15OUT049,2539.836034108527,Dairy
FDO33OUT017,2132.479831067961,Snack Foods
FDZ39OUT010,197.65629259259262,Meat
NCJ19OUT017,907.3643454545455,Others
FDU01OUT035,3201.733229729729,Canned
FDT12OUT035,4004.1596115384627,Baking Goods
NCM18OUT018,775.0400660550457,Household
FDP19OUT017,2132.479831067961,Fruits and Vegetables
NCR42OUT049,571.868936,Household
FDN10OUT046,2187.6146213333327,Snack Foods
FDG44OUT017,1041.6118838709676,Fruits and Vegetables
FDQ10OUT046,2808.8827063829785,Snack Foods
DRH13OUT049,1649.7136916666675,Soft Drinks
FDT52OUT013,4156.630275261059,Frozen Foods
FDM56OUT045,1693.6774046153844,Fruits and Vegetables
NCO43OUT010,197.65629259259262,Others
NCV29OUT035,2986.9868624999995,Health and Hygiene
NCF06OUT013,4156.630275261059,Household
FDO50OUT035,1564.58408275862,Canned
FDT59OUT013,4156.630275261059,Breads
FDX40OUT027,1281.5230279411767,Frozen Foods
FDE50OUT017,2937.6575555555555,Canned
FDX51OUT017,3116.7792763636353,Meat
NCD30OUT018,1411.4228351648355,Household
FDK15OUT013,1754.057083916084,Meat
FDL12OUT045,977.7808433566433,Baking Goods
FDK46OUT017,4356.095470270271,Snack Foods
DRH49OUT010,197.65629259259262,Soft Drinks
FDQ57OUT046,2208.4345349397586,Snack Foods
FDY59OUT017,1564.58408275862,Baking Goods
FDO09OUT018,3527.390878947369,Snack Foods
NCG30OUT035,2046.9735657142853,Household
FDM09OUT017,2459.888325233645,Snack Foods
NCN17OUT027,2794.179505000001,Health and Hygiene
NCS42OUT013,1332.153201470588,Household
FDD02OUT019,281.9254175438596,Canned
FDE34OUT013,3408.774419130434,Snack Foods
FDU38OUT045,3116.7792763636353,Dairy
FDB33OUT046,2808.8827063829785,Fruits and Vegetables
NCJ29OUT017,1356.5042214876032,Health and Hygiene
FDZ27OUT035,671.0751846153843,Dairy
FDI40OUT013,1754.057083916084,Frozen Foods
FDG22OUT013,596.1828575342469,Snack Foods
FDT51OUT017,1893.0558240000005,Meat
FDF20OUT018,2707.3122763636356,Fruits and Vegetables
FDV50OUT035,2046.9735657142853,Dairy
FDT02OUT049,596.1828575342469,Dairy
DRC49OUT017,2091.4416892307686,Soft Drinks
FDF26OUT049,2539.836034108527,Canned
FDV52OUT035,2046.9735657142853,Frozen Foods
FDX59OUT049,676.9837544303798,Breads
FDV25OUT035,4004.1596115384627,Canned
FDW23OUT027,1281.5230279411767,Baking Goods
FDE53OUT018,1411.4228351648355,Frozen Foods
FDA19OUT017,2132.479831067961,Fruits and Vegetables
FDH22OUT046,1950.840451162791,Snack Foods
NCO41OUT013,1649.7136916666675,Health and Hygiene
FDX12OUT017,4356.095470270271,Baking Goods
FDF17OUT013,2679.219963265306,Frozen Foods
FDS11OUT045,3698.390135483871,Breads
FDR51OUT035,2553.905952845528,Meat
FDT49OUT010,197.65629259259262,Canned
FDC56OUT013,1974.8129139784946,Fruits and Vegetables
FDR13OUT027,3168.2933656565656,Canned
FDQ60OUT035,2046.9735657142853,Baking Goods
FDN38OUT049,3950.9264431999977,Canned
NCL29OUT013,2694.7307328467164,Health and Hygiene
FDO13OUT027,4416.901347619048,Breakfast
FDE26OUT018,1777.7057274074075,Canned
FDA31OUT010,427.8008585365854,Fruits and Vegetables
FDX14OUT035,1185.0029454545459,Dairy
FDA34OUT045,2986.9868624999995,Starchy Foods
FDF26OUT013,2539.836034108527,Canned
FDE38OUT045,2986.9868624999995,Canned
DRI11OUT046,2187.6146213333327,Hard Drinks
FDQ60OUT027,3168.2933656565656,Baking Goods
FDL21OUT027,1281.5230279411767,Snack Foods
DRC12OUT027,5275.190468571425,Soft Drinks
FDC47OUT046,3141.2895389830514,Snack Foods
FDE57OUT045,2521.329116666667,Fruits and Vegetables
FDT14OUT045,1786.693882352941,Dairy
NCZ53OUT046,3201.733229729729,Health and Hygiene
FDE28OUT018,3527.390878947369,Frozen Foods
FDR19OUT035,2521.329116666667,Fruits and Vegetables
NCF54OUT019,427.8008585365854,Household
FDZ08OUT046,1356.5042214876032,Fruits and Vegetables
NCJ05OUT018,2338.8354360360368,Health and Hygiene
FDF59OUT046,1950.840451162791,Starchy Foods
NCO05OUT035,1754.057083916084,Health and Hygiene
FDW24OUT018,524.6806636363636,Baking Goods
NCX42OUT018,2986.9868624999995,Household
NCA53OUT035,757.5139499999999,Health and Hygiene
FDI45OUT019,427.8008585365854,Fruits and Vegetables
FDG46OUT046,2187.6146213333327,Snack Foods
FDM20OUT010,487.40178478260873,Fruits and Vegetables
FDW11OUT010,157.01130588235296,Breads
FDX08OUT035,2655.275971212121,Fruits and Vegetables
NCK17OUT035,676.9837544303798,Health and Hygiene
FDK32OUT018,2775.4009808219184,Fruits and Vegetables
NCA42OUT035,2553.905952845528,Household
DRI01OUT035,2986.9868624999995,Soft Drinks
NCL55OUT049,3808.5239555555545,Others
DRE25OUT018,1213.0738721649484,Soft Drinks
FDD14OUT017,2937.6575555555555,Canned
FDB10OUT046,3836.902086206896,Snack Foods
DRN11OUT035,2521.329116666667,Hard Drinks
FDP38OUT018,524.6806636363636,Canned
NCA30OUT017,3379.6187945945944,Household
FDT15OUT017,3408.774419130434,Meat
NCP55OUT018,775.0400660550457,Others
FDF12OUT035,2521.329116666667,Baking Goods
FDM21OUT018,3169.9637729729734,Snack Foods
FDX56OUT035,3698.390135483871,Fruits and Vegetables
FDF10OUT017,2521.329116666667,Snack Foods
FDT32OUT045,2655.275971212121,Fruits and Vegetables
FDM51OUT018,1411.4228351648355,Meat
NCR50OUT018,2338.8354360360368,Household
FDI19OUT049,4356.095470270271,Meat
FDX21OUT017,1893.0558240000005,Snack Foods
FDR31OUT035,2521.329116666667,Fruits and Vegetables
FDY02OUT013,3950.9264431999977,Dairy
NCA29OUT045,2986.9868624999995,Household
NCX17OUT046,3141.2895389830514,Health and Hygiene
FDM12OUT045,3201.733229729729,Baking Goods
FDI53OUT027,4416.901347619048,Frozen Foods
NCU30OUT049,2808.8827063829785,Household
FDC56OUT027,3168.2933656565656,Fruits and Vegetables
FDK27OUT018,1607.677413793103,Meat
NCK18OUT017,2986.9868624999995,Household
FDB52OUT019,605.3117588785047,Dairy
DRG25OUT027,5275.190468571425,Soft Drinks
FDZ13OUT049,907.3643454545455,Canned
FDB57OUT019,487.40178478260873,Fruits and Vegetables
FDR40OUT046,1356.5042214876032,Frozen Foods
NCO14OUT019,105.2549904,Household
NCN19OUT045,2655.275971212121,Others
FDQ28OUT019,361.18122935779826,Frozen Foods
FDO13OUT018,2964.967685185186,Breakfast
FDK48OUT013,1215.7750109090907,Baking Goods
FDU07OUT018,2775.4009808219184,Fruits and Vegetables
FDW20OUT046,2240.0538363636365,Fruits and Vegetables
FDV12OUT010,197.65629259259262,Baking Goods
FDH24OUT013,2430.8076676056335,Baking Goods
FDV59OUT049,3713.041762500001,Breads
FDK57OUT045,1786.693882352941,Snack Foods
FDL16OUT027,1281.5230279411767,Frozen Foods
NCQ17OUT046,2694.7307328467164,Health and Hygiene
FDJ15OUT018,2707.3122763636356,Dairy
FDX24OUT049,1517.032536956522,Baking Goods
FDT47OUT046,1391.4436705882354,Breads
FDT10OUT049,977.7808433566433,Snack Foods
FDZ37OUT018,1213.0738721649484,Canned
FDW43OUT027,5559.618375719888,Fruits and Vegetables
DRN36OUT017,1517.032536956522,Soft Drinks
FDJ14OUT045,1215.7750109090907,Canned
FDA32OUT013,4156.630275261059,Fruits and Vegetables
FDJ38OUT019,502.02998487394956,Canned
FDQ57OUT017,2521.329116666667,Snack Foods
NCQ41OUT019,502.02998487394956,Health and Hygiene
FDG56OUT049,977.7808433566433,Fruits and Vegetables
DRC13OUT027,3168.2933656565656,Soft Drinks
FDV55OUT035,2521.329116666667,Fruits and Vegetables
FDQ49OUT045,2553.905952845528,Breakfast
FDE29OUT010,157.01130588235296,Frozen Foods
FDR03OUT013,3713.041762500001,Meat
FDD45OUT049,1517.032536956522,Fruits and Vegetables
FDN38OUT010,605.3117588785047,Canned
FDT56OUT046,977.7808433566433,Fruits and Vegetables
FDT48OUT045,3513.2239652173907,Baking Goods
FDU03OUT049,2937.6575555555555,Meat
FDC56OUT010,281.9254175438596,Fruits and Vegetables
NCO43OUT027,2794.179505000001,Others
FDQ27OUT017,1893.0558240000005,Meat
FDR03OUT046,3513.2239652173907,Meat
DRH23OUT010,105.2549904,Hard Drinks
FDG22OUT045,596.1828575342469,Snack Foods
NCJ42OUT013,1693.6774046153844,Household
FDR24OUT046,1564.58408275862,Baking Goods
FDW60OUT035,2986.9868624999995,Baking Goods
FDJ08OUT013,3379.6187945945944,Fruits and Vegetables
DRL59OUT018,775.0400660550457,Hard Drinks
FDG60OUT010,605.3117588785047,Baking Goods
FDW27OUT017,2338.8354360360368,Meat
FDX14OUT018,1213.0738721649484,Dairy
FDC20OUT013,775.0400660550457,Fruits and Vegetables
NCS29OUT018,3295.266133333333,Health and Hygiene
FDJ56OUT046,1754.057083916084,Fruits and Vegetables
FDB20OUT019,254.7854648648649,Fruits and Vegetables
FDL28OUT027,5559.618375719888,Frozen Foods
FDW01OUT018,2338.8354360360368,Canned
FDL03OUT046,3201.733229729729,Meat
FDX22OUT049,3713.041762500001,Snack Foods
FDJ21OUT035,2521.329116666667,Snack Foods
FDR31OUT045,2521.329116666667,Fruits and Vegetables
FDG21OUT035,2553.905952845528,Seafood
FDS22OUT027,1281.5230279411767,Snack Foods
FDK08OUT035,1754.057083916084,Fruits and Vegetables
FDE17OUT018,2338.8354360360368,Frozen Foods
NCN30OUT017,1517.032536956522,Household
FDT50OUT046,1391.4436705882354,Dairy
NCX42OUT049,2808.8827063829785,Household
FDJ12OUT035,4004.1596115384627,Baking Goods
NCA18OUT027,3168.2933656565656,Household
FDP23OUT019,605.3117588785047,Breads
FDX12OUT013,3808.5239555555545,Baking Goods
FDN40OUT018,2338.8354360360368,Frozen Foods
FDV48OUT035,1356.5042214876032,Baking Goods
NCY54OUT013,2694.7307328467164,Household
FDL16OUT010,105.2549904,Frozen Foods
FDR45OUT018,3169.9637729729734,Snack Foods
FDJ52OUT046,2808.8827063829785,Frozen Foods
DRG01OUT017,1356.5042214876032,Soft Drinks
FDP52OUT013,3836.902086206896,Frozen Foods
FDU58OUT017,3408.774419130434,Snack Foods
FDL02OUT045,1570.8295803278695,Canned
FDG28OUT013,4156.630275261059,Frozen Foods
FDA19OUT035,2046.9735657142853,Fruits and Vegetables
FDW46OUT027,2068.569264285714,Snack Foods
NCD43OUT049,1649.7136916666675,Household
DRG39OUT013,671.0751846153843,Dairy
NCF55OUT049,596.1828575342469,Household
FDJ07OUT046,2240.0538363636365,Meat
FDE08OUT046,2208.4345349397586,Fruits and Vegetables
FDP56OUT019,105.2549904,Fruits and Vegetables
FDT45OUT045,907.3643454545455,Snack Foods
FDF17OUT018,2707.3122763636356,Frozen Foods
FDX44OUT046,1455.4131923076925,Fruits and Vegetables
FDM28OUT027,5275.190468571425,Frozen Foods
